P_CODE,VDC_NAME,DISTRICT,REGION,MMI_MAX,MMI_UNLOG,MMI_MAX,POP_2011,POP_2011,POPDEN_2011,POPDEN_2011,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_WALL_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HOUSE_ROOF_PERCENT_HIGH_RISK,HUMAN_POVERTY_INDEX,HUMAN_POVERTY_INDEX
C-JAN-22-005,Bhirkot,Dolakha,Central,7.35,22191207,0.51,2562,0.03,244.52,5.47,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-006,Bhusedanda,Dolakha,Central,7.59,38691791,0.90,2091,0.02,86.52,4.44,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-007,Bigu,Dolakha,Central,7.38,23885941,0.55,1612,0.02,43.36,3.75,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-008,Bocha,Dolakha,Central,7.47,29814937,0.69,2799,0.03,156.08,5.03,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-009,Bulung,Dolakha,Central,7.16,14358349,0.33,2043,0.02,169.45,5.11,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-010,Chankhu,Dolakha,Central,6.91,8134346,0.19,1272,0.01,58.39,4.05,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-011,Chhetrapa,Dolakha,Central,7.39,24370111,0.56,2447,0.03,202.3,5.29,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-012,Chilankha,Dolakha,Central,7.36,23093392,0.54,2875,0.03,74.08,4.29,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-013,Chyama,Dolakha,Central,6.94,8622632,0.20,2733,0.03,330.73,5.77,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-014,Dandakharka,Dolakha,Central,7.69,48955200,1.13,4136,0.04,212.03,5.33,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-015,Dudhpokhari,Dolakha,Central,7.61,40785122,0.95,2450,0.03,114.07,4.72,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-016,Fasku,Dolakha,Central,7.59,39124492,0.91,4338,0.04,178.6,5.16,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-017,Gairimudi,Dolakha,Central,7.44,27241602,0.63,4278,0.04,211.26,5.33,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-018,GauriSankar,Dolakha,Central,7.06,11510793,0.27,975,0.01,3.01,1.10,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-019,GhangSukathokar,Dolakha,Central,7.58,38076039,0.88,4230,0.04,206.53,5.31,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-020,Hawa,Dolakha,Central,7.11,12907389,0.30,1721,0.02,90.34,4.48,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-021,Japhe,Dolakha,Central,7.22,16503444,0.38,3784,0.04,297.85,5.67,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-022,Jhule,Dolakha,Central,7.11,12868278,0.30,2241,0.02,239.56,5.45,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-023,Jhyaku,Dolakha,Central,7.14,13754941,0.32,4637,0.05,129.12,4.84,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-024,Jiri,Dolakha,Central,6.93,8498360,0.20,7373,0.08,150.91,4.99,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-025,Jugu,Dolakha,Central,7.28,19230006,0.45,3882,0.04,114.68,4.72,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-026,Kabhre,Dolakha,Central,7.21,16223410,0.38,4723,0.05,293.41,5.66,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-027,Kalingchok,Dolakha,Central,7.42,26405174,0.61,2806,0.03,73.48,4.28,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-028,Katakuti,Dolakha,Central,7.63,42299491,0.98,3738,0.04,171.55,5.12,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-029,Khare,Dolakha,Central,7.10,12642747,0.29,1833,0.02,17.55,2.85,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-030,Khopachagu,Dolakha,Central,7.32,20869034,0.48,2198,0.02,219.98,5.37,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-031,Laduk,Dolakha,Central,7.36,22943698,0.53,3663,0.04,136.27,4.89,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-032,LakuriDada,Dolakha,Central,7.61,40478016,0.94,3713,0.04,134.01,4.88,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-033,Lamabagar,Dolakha,Central,7.29,19466892,0.45,2098,0.02,5.16,1.63,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-034,Lamidada,Dolakha,Central,7.34,21906684,0.51,4232,0.04,307.64,5.70,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-035,Lapilang,Dolakha,Central,7.38,24168450,0.56,4942,0.05,148.29,4.98,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-036,MagaPauwa,Dolakha,Central,7.77,58507807,1.36,2950,0.03,188.2,5.21,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-037,Mali,Dolakha,Central,6.77,5908597,0.14,2749,0.03,104.63,4.63,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-038,Malu,Dolakha,Central,7.16,14524455,0.34,2482,0.03,281.74,5.62,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-039,Marbu,Dolakha,Central,6.77,5830324,0.14,1409,0.01,12.36,2.50,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-040,Melung,Dolakha,Central,7.42,26030272,0.60,3566,0.04,318.83,5.74,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-041,Mirge,Dolakha,Central,7.22,16598175,0.38,3482,0.04,313.67,5.72,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-042,Namdu,Dolakha,Central,7.49,31176910,0.72,4946,0.05,236.02,5.44,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-043,Orang,Dolakha,Central,7.13,13508826,0.31,2157,0.02,142.74,4.94,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-044,Pawati,Dolakha,Central,7.50,31327168,0.73,4573,0.05,269.69,5.57,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-045,Sahare,Dolakha,Central,7.12,13196988,0.31,3326,0.03,246.45,5.48,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-046,Sailungeswor,Dolakha,Central,7.61,40792959,0.95,4131,0.04,194.34,5.25,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-047,Sunakhani,Dolakha,Central,7.39,24565523,0.57,4675,0.05,257.58,5.53,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-048,Sundrawati,Dolakha,Central,7.42,26219586,0.61,2766,0.03,223.12,5.38,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-049,Suri,Dolakha,Central,7.04,10938976,0.25,3054,0.03,64.95,4.15,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-050,SusmaChhemawati,Dolakha,Central,7.41,25911792,0.60,3437,0.04,157.84,5.04,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-051,Syama,Dolakha,Central,6.67,4650152,0.11,1867,0.02,16.73,2.80,97.23,9.68,52.46,5.39,35.70,5.86
C-JAN-22-052,Thulopatal,Dolakha,Central,7.13,13565604,0.31,3526,0.04,143.72,4.95,97.23,9.68,52.46,5.39,35.70,5.86
C-NAR-31-001,Agara,Makwanpur,Central,8.05,112443366,2.61,7836,0.08,190.83,5.23,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-002,Ambhanjyang,Makwanpur,Central,7.74,55302763,1.28,6906,0.07,171.81,5.12,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-003,Bajrabarahi,Makwanpur,Central,8.21,162415531,3.77,7675,0.08,428.34,6.03,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-004,Basamadi,Makwanpur,Central,7.54,34999562,0.81,17130,0.18,231.96,5.42,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-005,Betini,Makwanpur,Central,8.19,154870629,3.59,3351,0.03,52.34,3.94,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-006,Bhaise,Makwanpur,Central,8.14,137114697,3.18,6717,0.07,106.61,4.65,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-007,BhartaPundyadevi,Makwanpur,Central,8.16,145996326,3.38,4169,0.04,146.97,4.97,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-008,Bhimfedi,Makwanpur,Central,8.16,142926966,3.31,5440,0.06,123.4,4.79,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-009,Budhichaur,Makwanpur,Central,8.08,118955655,2.76,2085,0.02,76.44,4.32,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-010,Chitlang,Makwanpur,Central,8.19,154495293,3.58,5029,0.05,154.12,5.01,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-011,Churiyamai,Makwanpur,Central,7.15,14070150,0.33,14274,0.15,406.78,5.98,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-012,Daman,Makwanpur,Central,8.15,141988493,3.29,8439,0.09,181.26,5.18,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-013,Dandakharka,Makwanpur,Central,8.17,149099511,3.46,4021,0.04,111.78,4.70,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-014,Dhimal,Makwanpur,Central,7.33,21626214,0.50,5945,0.06,55.86,4.00,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-015,Fakhel,Makwanpur,Central,8.12,131340212,3.04,4524,0.05,129.92,4.84,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-016,Faparbari,Makwanpur,Central,8.08,118871051,2.76,16776,0.17,119,4.76,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-017,Gogane,Makwanpur,Central,8.15,140162616,3.25,5345,0.05,89.35,4.47,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-018,Handikhola,Makwanpur,Central,7.23,16961213,0.39,18415,0.19,173.28,5.13,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-019,Hatiya,Makwanpur,Central,7.43,27173492,0.63,13099,0.13,385.63,5.93,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-020,HetaudaN.P.,Makwanpur,Central,7.65,44790164,1.04,84671,0.87,1772.39,7.45,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-021,Hurnamadi,Makwanpur,Central,7.46,29138970,0.68,6615,0.07,198.31,5.27,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-022,IpaPanchakanya,Makwanpur,Central,8.16,144237953,3.34,2497,0.03,65.46,4.16,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-023,Kalikatar,Makwanpur,Central,8.14,138724987,3.22,4723,0.05,138.04,4.91,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-024,Kankada,Makwanpur,Central,8.14,138938086,3.22,7840,0.08,101.55,4.60,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-025,Khairang,Makwanpur,Central,8.19,155403092,3.60,3389,0.03,80.4,4.37,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-026,Kogate,Makwanpur,Central,8.18,152619142,3.54,1279,0.01,53.58,3.96,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-027,Kulekhani,Makwanpur,Central,8.16,146085479,3.39,2969,0.03,138.99,4.91,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-028,Makwanpurgadhi,Makwanpur,Central,7.67,47071972,1.09,12806,0.13,228.17,5.41,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-029,Manahari,Makwanpur,Central,7.75,55912819,1.30,19984,0.20,77.89,4.34,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-030,Manthali,Makwanpur,Central,8.16,146148688,3.39,2762,0.03,147.93,4.97,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-031,Markhu,Makwanpur,Central,8.27,184861172,4.29,3071,0.03,193.45,5.24,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-032,Namtar,Makwanpur,Central,8.15,142491059,3.30,8816,0.09,94.91,4.53,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-033,Nibuwatar,Makwanpur,Central,8.09,123029352,2.85,4259,0.04,144.84,4.95,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-034,PadamPokhari,Makwanpur,Central,7.29,19655807,0.46,17086,0.18,454.92,6.09,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-035,Palung,Makwanpur,Central,8.23,169703403,3.93,5603,0.06,275.17,5.59,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-036,Raigaun,Makwanpur,Central,7.64,43212855,1.00,10368,0.11,97.09,4.55,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-037,Raksirang,Makwanpur,Central,8.07,118479629,2.75,6572,0.07,134.51,4.88,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-038,SarikhetPalase,Makwanpur,Central,7.88,75583920,1.75,8391,0.09,143.46,4.94,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-039,Shikharpur,Makwanpur,Central,8.08,119039013,2.76,5896,0.06,146.9,4.97,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-040,ShreepurChhatiwan,Makwanpur,Central,7.64,43353952,1.01,20747,0.21,127.92,4.83,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-041,SisneriMahadevsthan,Makwanpur,Central,8.15,140965456,3.27,3245,0.03,128.35,4.83,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-042,Sukaura,Makwanpur,Central,7.91,82078316,1.90,3525,0.04,140.3,4.92,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-043,Thingan,Makwanpur,Central,8.06,115036042,2.67,4270,0.04,64.37,4.15,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-31-044,TistungDeurali,Makwanpur,Central,7.97,93517812,2.17,7041,0.07,216.07,5.35,74.71,6.62,33.16,3.36,28.44,3.64
C-NAR-32-001,Ajagabi,Rautahat,Central,6.68,4749059,0.11,3785,0.04,1056.85,6.93,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-002,Akolawa,Rautahat,Central,6.57,3734170,0.09,7186,0.07,1137.81,7.00,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-003,Auraiya,Rautahat,Central,6.48,3008124,0.07,10832,0.11,1483.52,7.27,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-004,Badharwa,Rautahat,Central,6.62,4128840,0.10,4949,0.05,1596.36,7.34,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-005,Bagahi,Rautahat,Central,6.83,6721276,0.16,5837,0.06,1078.86,6.95,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-006,BahuwaMadanpur,Rautahat,Central,6.90,7973369,0.18,2414,0.02,485.89,6.16,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-007,Bairiya,Rautahat,Central,6.51,3267535,0.08,5098,0.05,1025.8,6.90,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-008,Banjaraha,Rautahat,Central,6.45,2832257,0.07,2998,0.03,987.75,6.86,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-009,Bariyarpur,Rautahat,Central,6.89,7779627,0.18,8305,0.09,644.83,6.44,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-010,Basantapatti,Rautahat,Central,6.61,4117793,0.10,7733,0.08,788.14,6.64,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-011,Basatpur,Rautahat,Central,6.63,4294052,0.10,5453,0.06,815.27,6.67,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-012,BasbitiJingadiya,Rautahat,Central,6.89,7732136,0.18,6388,0.07,986.22,6.86,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-013,Bhalohiya(Pipra),Rautahat,Central,6.70,4982609,0.12,4877,0.05,1149.56,7.02,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-014,Bhediyahi,Rautahat,Central,6.68,4773038,0.11,3436,0.04,1384.03,7.20,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-015,Birtiprastoka,Rautahat,Central,6.84,6904509,0.16,4173,0.04,777.67,6.63,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-016,Bishrampur,Rautahat,Central,7.22,16510495,0.38,11948,0.12,216.42,5.35,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-017,BisunpurwaManpur,Rautahat,Central,6.80,6321982,0.15,4013,0.04,717.07,6.55,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-018,Brahmapuri,Rautahat,Central,6.56,3620514,0.08,4153,0.04,1106.11,6.98,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-019,Chandranigahapur,Rautahat,Central,7.20,16010093,0.37,26163,0.27,207.95,5.31,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-020,Debahi,Rautahat,Central,6.74,5550765,0.13,6926,0.07,1461.96,7.25,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-021,Dharmapur,Rautahat,Central,6.85,7108759,0.16,9067,0.09,1316.84,7.15,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-022,Dharhari,Rautahat,Central,6.79,6191899,0.14,2843,0.03,832.97,6.69,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-023,Dipahi,Rautahat,Central,6.77,5875443,0.14,3896,0.04,1167.22,7.03,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-024,Dumariya(Matiauna),Rautahat,Central,7.09,12263016,0.28,15448,0.16,632.83,6.42,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-025,Dumriya(Paroha),Rautahat,Central,6.52,3333556,0.08,4340,0.04,897.01,6.77,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-026,FatuhaMaheshpur,Rautahat,Central,6.62,4127136,0.10,4605,0.05,701.32,6.52,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-027,FatuwaHarsaha,Rautahat,Central,6.91,8132837,0.19,4205,0.04,707.44,6.53,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-028,Gadhi(Bhanawanpur),Rautahat,Central,6.85,7080817,0.16,901,0.01,87.81,4.45,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-029,GamhariyaBirta,Rautahat,Central,6.92,8279217,0.19,7766,0.08,664.9,6.47,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-030,GamhariyaParsa,Rautahat,Central,6.85,7151236,0.17,6523,0.07,710.81,6.54,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-031,Gangapipara,Rautahat,Central,6.67,4731006,0.11,3346,0.03,738.72,6.57,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-032,GarudaBairiya,Rautahat,Central,6.85,7155037,0.17,4708,0.05,1354.96,7.18,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-033,GaurN.P.,Rautahat,Central,6.60,3956994,0.09,34937,0.36,1622.4,7.36,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-034,Gedahiguthi,Rautahat,Central,6.83,6811786,0.16,4719,0.05,1764.51,7.44,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-035,Hadiryapaltuwa,Rautahat,Central,6.99,9668481,0.22,4174,0.04,653.58,6.45,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-036,Hajminiya,Rautahat,Central,6.63,4238024,0.10,4623,0.05,1853.95,7.49,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-037,Hathiyahi,Rautahat,Central,6.90,7896692,0.18,5296,0.05,811.31,6.67,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-038,IharbariJyutahi,Rautahat,Central,6.73,5377050,0.12,6567,0.07,999.42,6.88,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-039,Inaruwa,Rautahat,Central,6.73,5370112,0.12,4526,0.05,653.53,6.45,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-040,Jatahara,Rautahat,Central,6.57,3708336,0.09,8891,0.09,1089.24,6.96,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-041,Jayanagar,Rautahat,Central,6.80,6363243,0.15,5692,0.06,1261.22,7.11,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-042,Jethrahiya,Rautahat,Central,6.74,5556344,0.13,4225,0.04,931.54,6.81,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-043,Jhunkhunwa,Rautahat,Central,6.62,4128863,0.10,7015,0.07,1339.04,7.17,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-044,JingadawaBelbichwa,Rautahat,Central,6.68,4798175,0.11,6173,0.06,1121.86,6.99,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-045,Jowaha(Jokaha),Rautahat,Central,6.51,3266864,0.08,8361,0.09,1314.95,7.15,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-046,Judibela,Rautahat,Central,7.26,18114968,0.42,5787,0.06,158.57,5.04,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-047,Kakanpur,Rautahat,Central,7.19,15514924,0.36,10023,0.10,244.81,5.48,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-048,KarkachKarmaiya,Rautahat,Central,6.79,6133896,0.14,7563,0.08,579.09,6.33,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-049,Karuniya,Rautahat,Central,6.75,5606133,0.13,7547,0.08,1213.63,7.07,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-050,Katahariya,Rautahat,Central,6.84,6879613,0.16,9960,0.10,1217.45,7.07,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-051,Khesarhiya,Rautahat,Central,6.77,5912361,0.14,3046,0.03,707.17,6.53,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-052,Laxminiya,Rautahat,Central,6.93,8502999,0.20,11346,0.12,394.16,5.95,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-053,Laxmipur(Do),Rautahat,Central,6.95,8858088,0.21,6922,0.07,772.41,6.62,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-054,LaxmipurBelbichawa,Rautahat,Central,6.54,3493368,0.08,3560,0.04,1370.42,7.19,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-055,Lokaha,Rautahat,Central,6.62,4129139,0.10,4837,0.05,1564.6,7.32,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-056,Madhopur,Rautahat,Central,6.80,6245779,0.14,7609,0.08,1568.59,7.32,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-057,Mahamadpur,Rautahat,Central,6.86,7297922,0.17,8347,0.09,1319.07,7.15,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-058,Malahi,Rautahat,Central,6.85,7040010,0.16,2870,0.03,1101.96,6.97,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-059,Maryadpur,Rautahat,Central,6.76,5700648,0.13,5407,0.06,766.69,6.61,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-060,Masedawa,Rautahat,Central,6.92,8286802,0.19,6750,0.07,810.87,6.67,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-061,Mathiya,Rautahat,Central,6.48,3031133,0.07,6013,0.06,1099.27,6.97,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-062,Matsari,Rautahat,Central,6.67,4657259,0.11,4323,0.04,1261.95,7.11,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-063,Mithuawa,Rautahat,Central,6.75,5612643,0.13,3898,0.04,705.52,6.53,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-064,Mudwalawa,Rautahat,Central,6.56,3594388,0.08,4314,0.04,1722.75,7.42,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-065,NarkatiyaGuthi,Rautahat,Central,6.58,3823746,0.09,7891,0.08,1117.71,6.99,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-066,Pacharukhi,Rautahat,Central,6.65,4465479,0.10,5204,0.05,1156.4,7.02,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-067,Pataura,Rautahat,Central,6.73,5408016,0.13,8052,0.08,763.04,6.61,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-068,PatharaBudharampur,Rautahat,Central,6.69,4900731,0.11,6972,0.07,780.02,6.63,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-069,Paurai,Rautahat,Central,7.27,18807294,0.44,9613,0.10,213.98,5.34,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-070,PiparaPokhariya,Rautahat,Central,6.86,7228614,0.17,6396,0.07,929.25,6.80,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-071,Pipariya(Dostiya),Rautahat,Central,6.86,7183019,0.17,4916,0.05,843.57,6.71,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-072,Pipariya(Paroha),Rautahat,Central,6.71,5122340,0.12,8197,0.08,819.93,6.68,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-073,PipraBhagwanpur,Rautahat,Central,6.59,3882226,0.09,6300,0.06,1703.27,7.41,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-074,PipraRajbara,Rautahat,Central,6.76,5700404,0.13,7008,0.07,765.45,6.61,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-075,Pothiyahi,Rautahat,Central,6.84,6935881,0.16,6913,0.07,1500.87,7.28,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-076,PratappurPaltuwa,Rautahat,Central,6.97,9254185,0.21,9152,0.09,715.99,6.54,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-077,PrempurGunahi,Rautahat,Central,6.77,5883499,0.14,7264,0.07,1107.09,6.98,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-078,Raghunathpur,Rautahat,Central,6.94,8615421,0.20,5928,0.06,744.89,6.58,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-079,Rajdevi,Rautahat,Central,6.60,3951107,0.09,4421,0.05,681.68,6.49,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-080,RajpurFarhadawa,Rautahat,Central,6.60,3945775,0.09,17889,0.18,1814.1,7.47,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-081,RajpurTulsi,Rautahat,Central,6.63,4273832,0.10,5803,0.06,1781.66,7.45,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-082,RamoliBairiya,Rautahat,Central,7.01,10158782,0.24,6377,0.07,675.39,6.49,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-083,RampurKhap,Rautahat,Central,6.56,3612822,0.08,5233,0.05,1348.14,7.17,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-084,Rangapur,Rautahat,Central,7.25,17774596,0.41,11044,0.11,145.13,4.96,29.65,0.49,79.99,8.27,46.43,9.14
C-NAR-32-085,Sakhuawa,Rautahat,Central,6.79,6211121,0.14,4804,0.05,874.19,6.74,29.65,0.49,79.99,8.27,46.43,9.14
